# of rank,Artwork&Artwork,Artist&Artwork,Artist&Artist
317,183.83689644700883,115.30598238688127,17.85712116610993
318,184.4168235651382,115.6697236562405,17.913452778621316
319,184.99675068326755,116.03346492559976,17.969784391132706
320,185.57667780139693,116.39720619495901,18.02611600364409
321,186.15660491952627,116.76094746431825,18.08244761615548
322,186.73653203765565,117.1246887336775,18.13877922866687
323,187.31645915578503,117.48843000303674,18.195110841178256
324,187.89638627391437,117.85217127239599,18.251442453689645
325,188.47631339204375,118.21591254175524,18.30777406620103
326,189.0562405101731,118.57965381111448,18.36410567871242
327,189.63616762830247,118.94339508047373,18.420437291223806
328,190.21609474643185,119.30713634983297,18.476768903735195
329,190.7960218645612,119.67087761919223,18.533100516246584
330,191.37594898269057,120.03461888855148,18.58943212875797
331,191.95587610081995,120.39836015791072,18.64576374126936
332,192.5358032189493,120.76210142726997,18.702095353780745
333,193.11573033707867,121.12584269662922,18.758426966292134
334,193.69565745520802,121.48958396598846,18.81475857880352
335,194.2755845733374,121.85332523534771,18.87109019131491
336,194.85551169146677,122.21706650470695,18.9274218038263
337,195.43543880959612,122.5808077740662,18.983753416337684
338,196.0153659277255,122.94454904342545,19.040085028849074
339,196.59529304585487,123.30829031278469,19.09641664136046
340,197.17522016398422,123.67203158214394,19.15274825387185
341,197.7551472821136,124.03577285150318,19.209079866383235
342,198.33507440024295,124.39951412086243,19.265411478894624
343,198.91500151837232,124.76325539022169,19.321743091406013
344,199.4949286365017,125.12699665958093,19.3780747039174
345,200.07485575463105,125.49073792894018,19.434406316428788
346,200.65478287276042,125.85447919829943,19.490737928940174
347,201.2347099908898,126.21822046765867,19.547069541451563
348,201.81463710901915,126.58196173701792,19.603401153962952
349,202.39456422714852,126.94570300637716,19.659732766474338
350,202.97449134527787,127.30944427573641,19.716064378985728
351,203.55441846340725,127.67318554509566,19.772395991497113
352,204.13434558153662,128.03692681445492,19.828727604008503
353,204.71427269966597,128.40066808381414,19.88505921651989
354,205.29419981779535,128.7644093531734,19.941390829031278
355,205.8741269359247,129.12815062253264,19.997722441542667
356,206.45405405405407,129.4918918918919,20.054054054054053
357,207.03398117218345,129.85563316125115,20.110385666565442
358,207.6139082903128,130.21937443061037,20.166717279076828
359,208.19383540844217,130.58311569996962,20.223048891588217
360,208.77376252657155,130.94685696932888,20.279380504099603
361,209.3536896447009,131.31059823868813,20.335712116610992
362,209.93361676283027,131.67433950804738,20.39204372912238
363,210.51354388095962,132.03808077740663,20.448375341633767
364,211.093470999089,132.40182204676586,20.504706954145156
365,211.67339811721837,132.7655633161251,20.561038566656542
366,212.25332523534772,133.12930458548436,20.61737017916793
367,212.8332523534771,133.49304585484361,20.673701791679317
368,213.41317947160647,133.85678712420287,20.730033404190706
369,213.99310658973582,134.2205283935621,20.786365016702096
370,214.5730337078652,134.58426966292134,20.84269662921348
371,215.15296082599454,134.9480109322806,20.89902824172487
372,215.73288794412392,135.31175220163985,20.955359854236256
