Variable 1,Variable 2,Importance,Group
Artwork_Image_sample_count,Artist_Residency-(China),0.00279463378035134,Artist & Artwork
Artwork_Image_sample_count,Artist_Residency-(Czech Republic),0.0009485028258819656,Artist & Artwork
Artwork_Image_sample_count,Artist_Residency-(France),0.0033374396103718145,Artist & Artwork
Artwork_Image_sample_count,Artist_Residency-(Germany),0.0021448403164382756,Artist & Artwork
Artwork_Image_sample_count,Artist_Residency-(Netherlands),0.0031310974716492654,Artist & Artwork
Artwork_Image_sample_count,Artist_Residency-(United Kingdom),0.0017100684285238177,Artist & Artwork
Artwork_Image_sample_count,Artist_Platform_membership_join_year_2008,0.003942608759030052,Artist & Artwork
Artwork_Visual_Features_Complexity,Artwork_Visual_Features_latent_PCA_embeddings_dim-103,0.010126621053829565,Artwork & Artwork
Artwork_Visual_Features_blue_Mean,Artist_Platform_membership_join_year_2011,0.003135160354085408,Artist & Artwork
Artwork_Visual_Features_blue_Mean,Artwork_Creative_fields-(ArtDirection),0.002099709267572939,Artwork & Artwork
Artwork_Visual_Features_blue_Mean,Artwork_Visual_Features_latent_PCA_embeddings_dim-103,0.010100335929130186,Artwork & Artwork
Artwork_Visual_Features_blue_Mean,Artist_Residency-(Netherlands),0.0011438863929564781,Artist & Artwork
Artwork_Visual_Features_blue_Mean,Artist_Residency-(France),0.0016402567177111642,Artist & Artwork
Artwork_Visual_Features_blue_Median,Artist_Platform_membership_join_year_2011,0.00112267502640485,Artist & Artwork
Artwork_Visual_Features_blue_Median,Artist_Residency-(Netherlands),0.0007686202540568117,Artist & Artwork
Artwork_Visual_Features_blue_Median,Artist_Residency-(France),0.0010077075085238045,Artist & Artwork
Artwork_Visual_Features_blue_Median,Artwork_Creative_fields-(ArtDirection),0.0014351096802815298,Artwork & Artwork
Artwork_Visual_Features_blue_Median,Artwork_Visual_Features_latent_PCA_embeddings_dim-103,0.006063135687333254,Artwork & Artwork
Artwork_Visual_Features_blue_Standard_deviation,Artist_Residency-(United Kingdom),0.0043829416620899545,Artist & Artwork
Artwork_Visual_Features_blue_Standard_deviation,Artist_Platform_membership_join_year_2010,0.0032119937669080234,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artist_Residency-(Netherlands),0.0027991941927891827,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artist_Residency-(New Zealand),0.002138610932711586,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artist_Residency-(Taiwan Region),0.007766969642665173,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artist_Platform_membership_join_year_2011,0.00316148836488205,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artwork_Visual_Features_latent_PCA_embeddings_dim-103,0.01834625234816621,Artwork & Artwork
Artwork_Visual_Features_green_Mean,Artist_Residency-(France),0.002247006676105054,Artist & Artwork
Artwork_Visual_Features_green_Mean,Artwork_Creative_fields-(ArtDirection),0.0036045561791923793,Artwork & Artwork
Artwork_Visual_Features_green_Median,Artwork_Visual_Features_latent_PCA_embeddings_dim-103,0.0041533557392390095,Artwork & Artwork
